id,id,id,file,file,investigation.study assays,study.characteristics,study.characteristics,study.characteristics,study.characteristics,study.characteristics,study.characteristics,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value,study.factor value
accession,assay name,sample count,GL-processed,non-GL-processed,study assay technology type,material type,material type.term accession number,material type.term source ref,organism,organism.term accession number,organism.term source ref,absorbed radiation dose,accession,age,age at sample harvest,altered gravity,altered gravity simulator,altitude,animal housing,antibiotic concentration,atmospheric pressure,bed rest,bleomycin treatment,cage,carcass preservation method,cell cycle phase,cell line,clinical treatment,collection date,collection set,cultivar,culture condition,culture media,developmental condition,developmental stage,diet,dissection condition,dissection timeline,donor,dose,dry immersion,duration,ecotype,electromagnetic fields,environmentalstress,euthanasia location,euthanasia method,experimental campaign,exposure duration,food deprivation,freezing,gender,generation,generation number,genotype,gravity,gravity environment at imbibition,ground based facilities,growth cycle,growth environment,growth time,hindlimb unloading,hypergravity,hze,individual,infection,intracranial pressure,ionizing radiation,ionzing radiation,irradiation,light,light cycle,location,magnetic field,microgravity,microgravity simulation,mitochondrial status,mouse strain,muscle,neoplasm,order of preservation,organism part,oxygen gas,parabola,partial weight bearing,particle charge,post radiation timepoint,preservation method,pressure,rad9 status,radiation,radiation distance,radiation dose,radiation type,sample collection protocol,sample condition,sample location,sample preservation method,sample storage,sample storage time,sampling time,seed sanitization,sex,sieve size,simulated microgravity,smoking status,soil environment exposure,space flight,space mission,spacecraft,spaceflight,strain,stress,study subject,temperature,tetanus toxoid,tiime,time,time after treatment,time of sample collection after treatment,timepoint,tissue,tissue homogenate preservation time at -80c in rlt buffer,tissue model,tissue preservation method,tissue segment,tissue type,treatment,treatment duration,treatment group,uv mutagenesis,vaccine adjuvant,variation,water deprivation,weightlessness,weightlessness simulation,zygosity
OSD-1,OSD-1_transcription-profiling_dna-microarray,18,GeneLab Processed Microarray Data Files,False,DNA microarray,whole organism,http://purl.obolibrary.org/obo/UBERON_0000468,EFO,Drosophila melanogaster,http://purl.bioontology.org/ontology/NCBITAXON/7227,NCBITAXON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OSD-100,OSD-100_transcription-profiling_rna-sequencing-(rna-seq),12,GeneLab Processed RNA-Seq Files,False,RNA Sequencing (RNA-Seq),left eye,http://purl.obolibrary.org/obo/UBERON_0004548,UBERON,Mus musculus,http://purl.bioontology.org/ontology/NCBITAXON/10090,NCBITAXON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OSD-101,rr1-biobank-gst_transcription_profiling_RNA_Sequencing_(RNA-Seq),12,GeneLab Processed RNA-Seq Files,False,RNA Sequencing (RNA-Seq),Gastrocnemius-left,,,Mus musculus,http://purl.bioontology.org/ontology/NCBITAXON/10090,NCBITAXON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OSD-102,OSD-102_transcription-profiling_rna-sequencing-(rna-seq),12,GeneLab Processed RNA-Seq Files,False,RNA Sequencing (RNA-Seq),Left kidney,http://purl.org/sig/ont/fma/fma7205,FMA,Mus musculus,http://purl.bioontology.org/ontology/NCBITAXON/10090,NCBITAXON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OSD-103,OSD-103_protein-expression-profiling_mass-spectrometry,1,False,Processed Data Files,mass spectrometry,Not Applicable,,,Mus musculus,http://purl.bioontology.org/ontology/NCBITAXON/10090,NCBITAXON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OSD-103,OSD-103_protein-expression-profiling_mass-spectrometry,15,False,Processed Data Files,mass spectrometry,Quadriceps-left,,,Mus musculus,http://purl.bioontology.org/ontology/NCBITAXON/10090,NCBITAXON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OSD-103,OSD-103_rna-methylation-profiling_whole-transcriptome-bisulfite-sequencing,12,False,Processed data,Whole Transcriptome Bisulfite Sequencing,Quadriceps-left,,,Mus musculus,http://purl.bioontology.org/ontology/NCBITAXON/10090,NCBITAXON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OSD-103,OSD-103_transcription-profiling_rna-sequencing-(rna-seq),12,GeneLab Processed RNA-Seq Files,False,RNA Sequencing (RNA-Seq),Quadriceps-left,,,Mus musculus,http://purl.bioontology.org/ontology/NCBITAXON/10090,NCBITAXON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OSD-104,rr1-biobank-sls_transcription_profiling_RNA_Sequencing_(RNA-Seq),12,GeneLab Processed RNA-Seq Files,False,RNA Sequencing (RNA-Seq),Soleus-both sides,,,Mus musculus,http://purl.bioontology.org/ontology/NCBITAXON/10090,NCBITAXON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
