identifier,name
16494,Kcna6
381259,Tmem237
218214,Kdm1b
74143,Opa1
70873,Cnbd2
69253,Hspb2
243272,Sbno1
320714,Trappc11
244810,AW551984
243634,Ano2
228829,Phf20
57810,Cdon
108654,Fam210a
544696,Tbc1d32
269702,Mphosph9
67501,Ccdc50
12326,Camk4
666794,Rbm24
77106,Tmem181a
71069,Stox2
20623,Snrk
18131,Notch3
12523,Cd84
66612,Ormdl3
12142,Prdm1
76000,5033430I15Rik
14869,Gstp2
233744,Spon1
11793,Atg5
213522,Plekhg6
210530,P3h2
83679,Pde4dip
69863,Ttc39b
320981,Enpp6
213056,Fam126b
218203,Mylip
215113,Slc43a2
75345,Slamf7
245865,Spag4
100910,Chpf2
68815,Btbd10
380713,Scarf1
15111,Hand2
280408,Rilp
16495,Kcna7
15398,Hoxa13
117590,Asb10
108097,Prkab2
50753,Fbxo8
320655,Pgap3
15396,Hoxa11
66631,Mfsd14b
213233,Tapbpl
331623,Bend3
382010,Cep44
18948,Pnmt
380712,Tlcd2
18816,Serpinf2
408022,Primpol
15405,Hoxa9
245050,Gask1a
16456,F11r
15404,Hoxa7
15464,Hrc
71365,Pdss2
16328,Cep250
71872,Aox4
320878,Mical2
109205,Sobp
74841,Usp38
68298,Ncapd2
15402,Hoxa5
77578,Bcl9
14563,Gdf5
68667,Trpm4
20361,Sema7a
73102,Slc22a23
246257,Ovca2
320678,Iffo1
14109,Fau
171209,Asic3
110109,Nop2
14628,Ostm1
68021,Bphl
103677,Smg6
102141,Snx25
213948,Atg9b
233733,Galnt18
59020,Pdzk1
225348,Wdr36
71982,Snx10
215951,Afg1l
67198,Spats2l
108687,Edem2
16511,Kcnh2
73467,1700066M21Rik
56407,Trpc4ap
212712,Satb2
140742,Sesn1
104662,Tsr1
208104,Mlxip
353170,Txlng
269800,Zfp384
21646,Tcte2
227120,Plcl1
97761,Sgsm2
217151,Arl5c
213121,Ankrd35
66822,Fbxo25
16796,Lasp1
230393,Focad
56406,Ncoa6
66425,Pcp4l1
319934,Sbf2
218138,Gmds
60365,Rbm8a
68728,Trp53inp2
22137,Ttk
228812,Pigu
208043,Setd1b
20130,Rras
56524,Pals2
14788,Gpr162
56338,Txnip
67031,Upf3a
65112,Pmepa1
14238,Foxf2
69585,Hjv
233208,Scaf1
56295,Higd1a
15220,Foxq1
69957,Cdc16
103199,Fig4
13653,Egr1
98752,Fcrla
72748,Hdhd3
26447,Poli
22225,Usp5
246198,Mllt6
71713,Cdc40
14794,Spsb2
56013,Srcin1
209773,Dennd2a
272465,Tmem255b
70178,Abhd17c
66694,Uqcrfs1
320078,Olfml2b
75608,Chmp4b
70729,Nos1ap
78334,Cdk19
21781,Tfdp1
192157,Socs7
64051,Sv2a
66491,Polr2l
229603,Otud7b
80721,Slc19a3
234076,Tmco3
75210,Prr3
84113,Ptov1
67943,Mesd
102323,Dcun1d2
243771,Parp12
23886,Gdf15
67239,Rpf2
66790,Grtp1
73174,Tbkbp1
16468,Jarid2
233204,Tbc1d17
50908,C1s1
215929,Mfsd4b1
75480,1700003F12Rik
319262,Fchsd1
67211,Armc10
23831,Car14
232371,C1rl
215928,Mfsd4b5
19736,Rgs4
12396,Cbfa2t2
71240,Osbpl7
235469,Zfp280d
320538,Ubn2
107503,Atf5
233424,Tmc3
94224,Srd5a2
234069,Pcid2
229600,BC028528
66209,Inip
66515,Cul7
56705,Ranbp9
229599,Ciart
64339,Fndc4
225362,Reep2
83395,Sp6
101592,Efl1
67661,Ift172
231724,Rad9b
330577,Saxo2
228802,Bpifb5
96935,Susd4
634731,Susd1
320717,Pptc7
18821,Pln
83397,Akap12
239447,Colec10
654470,Tctn1
100038725,Cep85l
140494,Atp6v0a4
215085,Slc35f1
75687,Ripor1
229011,Samd10
14700,Gng10
210293,Dock10
101471,Phrf1
17210,Mcl1
18023,Nfe2l1
66985,Rassf7
56205,Ensa
69790,Med30
107769,Tm6sf1
66650,Nepn
67005,Polr3k
100041581,Zkscan16
13244,Degs1
70552,Lrrc56
208665,Akr1d1
13040,Ctss
18971,Pold1
67148,Ramac
208647,Creb3l2
107702,Rnh1
226089,Ric1
244091,Fsd2
235439,Herc1
320127,Dgki
14745,Lpar1
233199,Mybpc2
76688,Arfrp1
268935,Scube3
83925,Trps1
68083,Pak1ip1
269400,Rtel1
57423,Atp5j2
15412,Hoxb4
66124,Josd2
227743,Mapkap1
102162,Taf5l
15413,Hoxb5
319901,Dsel
229004,Gmeb2
54214,Golga4
75007,Mindy1
27425,Atp5l
18516,Pbx3
15415,Hoxb7
231889,Bud31
192190,Pkhd1l1
677884,Pakap
218121,Mboat1
226757,Wdr26
67429,Nudcd1
243961,Shank1
72543,Mvb12b
70726,Angptl6
70699,Nup205
224742,Abcf1
116904,Alpk3
545622,Ptpn3
16917,Lmx1b
213054,Gabpb2
277250,Kdm3b
77987,Ascc3
22351,Vill
13849,Ephx1
20360,Sema6c
75788,Smurf1
106766,Stap2
70004,1700028J19Rik
53621,Cnot4
13590,Lefty1
22691,Zscan2
67695,Ost4
208768,Sde2
380711,Rap1gap2
14710,Gngt2
67674,Trmt112
54366,Ctnnal1
209462,Hace1
230234,Abitram
68796,Tmem214
241308,Ralgps1
76223,Agbl3
68915,Vars2
14537,Gcnt1
16558,Kif16b
18673,Phb
228994,Ythdf1
320404,Itpkb
66898,Baiap2l1
99326,Garnl3
107650,Pi4kb
227449,Zcchc2
12183,Bpgm
11906,Zfhx3
68031,Rnf146
223473,Nipal2
79044,Mrps34
319278,Shfl
140481,Man2a2
233189,Ctu1
215512,Fam117a
384783,Irs2
319601,Zfp653
269261,Rpl12
229584,Pogz
381175,Ccdc68
217127,Kat7
224860,Plcl2
23856,Dido1
67412,Soga3
665306,3930402G23Rik
269955,Rccd1
277353,Tcfl5
109232,Sccpdh
233406,Prc1
226744,Cnst
109115,Supt3
353190,Edc3
108115,Slco4a1
22195,Ube2l3
18604,Pdk2
231876,Lmtk2
19352,Rabggtb
217124,Ppp1r9b
17828,Bloc1s5
239364,Tspyl5
252966,Cables2
105245,Txndc5
100763,Ube3c
66481,Rps21
12161,Bmp6
21898,Tlr4
54381,Cpq
233186,Siglecf
30057,Timm8b
212508,Mtg1
338348,Ttc16
73910,Arhgap18
75812,Tasp1
26938,St6galnac5
56436,Adrm1
70420,Arpin
98910,Usp6nl
329777,Pigk
235169,Foxred1
228983,Osbpl2
268465,Eme1
244281,Myo16
229949,Ak5
99296,Hrh3
16790,Anpep
67856,Echdc3
68073,Atpsckmt
17463,Psmd7
108946,Zzz3
52856,Mtg2
218820,Zfp503
12643,Chad
269397,Ss18l1
68750,Rreb1
237339,L3mbtl3
13799,En2
237926,Rsad1
626359,Wdr93
223455,Marchf6
68810,Nexn
66290,Atp6v1g1
241846,Lsm14b
74145,F13a1
68404,Nrn1
104099,Itga9
215798,Adgrg6
228980,Taf4
353211,Prune2
98828,Cdc123
232679,Zc3hc1
54120,Gipc2
73750,Whrn
227541,Camk1d
20227,Sart1
12393,Runx2
20420,Shd
116873,Stim2
98952,Fam102a
100182,Akna
22214,Ube2h
67899,Cmc1
71254,Naif1
432442,Akap7
170757,Adgrl4
223453,Dap
18975,Polg
67249,Tbc1d19
105351,AW209491
26426,Nubp2
208836,Fanci
19664,Rbpj
268973,Nlrc4
73737,Bbln
18405,Orm1
11534,Adk
70796,Zdhhc1
209815,Tbc1d25
54608,Abhd2
68379,Ciz1
231871,Daglb
210029,Metrnl
68172,Rpl39l
67769,Gpatch2
16173,Il18
75956,Srrm2
94246,Arid4b
52040,Ppp1r10
68028,Rpl22l1
108903,Tbcd
20937,Suv39h1
74732,Stx11
70430,Tbce
69608,Sec24d
57444,Isg20
319530,Zfp750
21808,Tgfb2
97884,B3galnt2
231868,Ents15
226791,Lyplal1
246316,Lgi2
238024,Fn3krp
99011,Pomt1
58188,Vstm2b
227723,Prrc2b
228961,Npepl1
83408,Gimap3
230316,Megf9
68837,Foxk2
30052,Pcsk1n
27215,Azi2
72007,Fndc3b
217370,Cybc1
214444,Cdk5rap2
22035,Tnfsf10
238023,Hexdc
17423,Ndst2
209743,Minar1
76438,Rftn1
98732,Rab3gap2
217369,Uts2r
16008,Igfbp2
68867,Rnf122
78306,Tsga10ip
72045,Mfsd4b2
239706,Mettl22
76252,Atp6v0e2
226777,C130074G19Rik
54380,Smarcal1
227715,Exosc2
73068,Fut11
233489,Picalm
218811,Sec24c
381270,Marchf4
244484,Wdr17
68760,Synpo2l
15284,Hlx
54636,Wdr45
63953,Dusp10
12563,Cdh6
70884,Ccdc81
381269,Mreg
234258,Neil3
76453,Prss23
70673,Prdm16
320473,Heatr5b
66797,Cntnap2
208211,Alg1
72759,Tmem135
54384,Mtmr7
192653,Ttc36
67229,Prpf18
67880,Dcxr
382083,Snx22
338467,Morc3
19041,Ppl
268783,Mtmr12
102791,Tcta
77031,Slc9a8
70546,Zdhhc2
170644,Ubn1
22393,Wfs1
20204,Prrx2
231861,Tnrc18
78506,Micu3
319638,Nt5dc1
18188,Nrtn
72323,Asb6
72480,Tspyl4
227526,Cdnf
212898,Dse
98999,Znfx1
234865,Nup133
224648,Uhrf1bp1
110854,Ptpa
386463,Cdsn
13123,Cyp7b1
20371,Foxp3
230967,Cep104
54670,Atp8b1
72580,Zup1
75104,Mmd2
20853,Stau1
17967,Ncam1
76670,Cfap70
78185,Flicr
230959,Ajap1
54646,Ppp1r3f
76710,2210406O10Rik
207740,Ubald1
260305,Nphp4
232035,Ccser1
242443,Grin3a
270163,Myo9a
105428,Fam149b
53901,Rcan2
207181,Rbms3
67063,Pgap4
56424,Stub1
68591,Mocos
319582,Trmt9b
277360,Prex1
231855,Ap5z1
328779,Hs3st6
320609,Strip2
51810,Hnrnpu
244421,Lonrf1
230162,Zfp189
78885,Coro7
56282,Mrpl12
246154,Vasn
70266,Kyat1
208922,Cpeb3
12012,Baat
20182,Rxrb
227695,Spout1
66959,Dusp26
57295,Icmt
66431,Oxld1
228880,Zmynd8
70296,Tbc1d13
121022,Mrps6
66988,Lap3
330222,Sdk1
432448,Gm5422
227693,Zer1
66665,Msantd3
211329,Ncoa7
74481,Batf2
99526,Usp53
217365,Nploc4
320506,Lmbrd2
16826,Ldb2
269608,Plekhg5
71820,Dync2i2
208869,Dock3
381406,Trp53rka
214459,Fnbp1l
66801,Prkrip1
52864,Slx4
56737,Alg2
268515,Bahcc1
53415,Htatip2
269717,Orai2
26909,Exo1
242960,Fbxl5
72041,Alkbh4
99480,Dnttip2
69876,Thap3
237310,Il22ra2
246738,Dnajc28
231214,Cc2d2a
230935,Dnajc11
383295,Ypel5
20022,Polr2j
230145,Galnt12
12009,Cep131
231207,Cpeb2
98256,Kmo
99151,Cercam
71063,Zfp597
66361,Zfand1
73692,Cplane1
228869,Ncoa5
242425,Gabbr2
103284,Zc3h10
381605,Tbc1d2
319581,Xkr5
216459,Myl6b
227682,Trub2
545085,Wdr70
214137,Arhgap29
329559,Zfp335
215819,Nhsl1
100502841,Epg5
627049,Zfp800
244329,Mcph1
107746,Rapgef1
228866,Pcif1
338371,Endov
74387,4932438H23Rik
68703,Rere
74735,Trim14
213603,Slc44a3
415115,Neurl2
380629,Heca
74511,Lrrc17
215210,Tmem120a
66789,Alg14
378431,Txlnb
14190,Fgl2
71617,Armh3
70967,Eva1c
14763,Gpr37
268512,Slc26a11
17684,Cited2
74646,Spsb1
241656,Pak5
210582,Coq10a
215160,Rhbdd2
207932,Urb1
212167,Gsap
18707,Pik3cd
19219,Ptger4
18798,Plcb4
13138,Dag1
65945,Clstn1
269019,Stk32a
77037,Mrap
320204,Etfbkmt
215114,Hip1
69581,Rhou
207607,Ccdc40
30046,Zfp292
242860,Rsbn1l
207592,Tbc1d16
234964,Deup1
237256,Zc3h12d
207521,Dtx4
269336,Ccdc32
56306,Sinhcaf
68770,Phtf2
433667,Ankrd13c
12418,Cbx4
214764,Edrf1
21853,Timeless
15950,Ifi203
50791,Magi2
215751,Ginm1
228536,Bahd1
14687,Gnaz
20539,Slc7a5
19218,Ptger3
226139,Cox15
16798,Lats1
74998,Rab11fip2
213541,Ythdf2
15568,Elavl1
320727,Ipo8
20847,Stat2
69912,Nup43
214240,Disp2
320840,Negr1
21821,Ift88
56516,Rbms2
50793,Orc3
21990,Tph1
68342,Ndufb10
116848,Baz2a
14623,Gjb6
18796,Plcb2
12236,Bub1b
171543,Bmf
224613,Flywch1
232539,Klhl42
74411,Plpp6
235283,Gramd1b
232536,Mrps35
240879,Mettl11b
12293,Cacna2d1
66532,Rep15
219105,Zmym5
98376,Gorab
108767,Pnrc1
381413,Gpr176
54150,Rdh7
20927,Abcc8
17986,Ndp
77252,9430038I01Rik
210510,Tdrd6
71746,Rgl3
109731,Maob
23908,Hs2st1
21825,Thbs1
76281,Tax1bp3
16538,Kcns1
170776,Cd209c
67143,Ikzf5
55990,Fmo2
69113,Alkbh3
68277,2310057M21Rik
14261,Fmo1
140577,Ankrd6
272322,Arntl2
24044,Scamp2
211535,Odad1
72243|210035,1700012D01Rik|Nemp1
170780,Cd209e
68026,Pclaf
16433,Cuzd1
170753,Zfp704
13732,Emp3
229905,Kyat3
235330,Ttc12
104346,Gas8
226562,Prrc2c
23890,Gpr34
67623,Tm7sf3
66682,Trappc5
67529,Fgfr1op2
108995,Tbc1d10c
16971,Lrp1
71177,Ints13
229900,Gbp7
108151,Sema3d
104080,Nxph4
76441,Daam2
234825,Klhdc4
14468,Gbp2b
103967,Dnm3
101476,Plekha1
66230,Mrps28
12014,Bach2
329470,Accs
12571,Cdk6
23969,Pacsin1
407790,Ndufa4l2
399568,Cdin1
237754,Btnl9
237611,Stac3
15213,Hey1
230073,Ddx58
226551,Suco
330660,Btbd16
269623,Rbm48
11695,Alx4
240084,Cchcr1
13035,Ctsg
228491,Zfp770
229731,Slc25a24
321006,Dcaf1
78309,Cul9
18356,Olfr56
16196,Il7
67872,Nsmce4a
329739,Fam102b
216445,Arhgap9
94089,Trim7
70797,Ankib1
216443,Mars1
108077,Skiv2l
67490,Ufl1
71458,Bcor
56546,Sec1
211007,Trim41
242838,Lrrd1
67636,Etfrf1
81006,Gpr63
19302,Pex2
56410,Cbln3
11834,Aqr
19045,Ppp1ca
212390,Klhl32
99512,Wdr47
269881,Map3k10
68904,Abhd13
100986,Akap9
269514,Fbxl4
229722,Elapor1
246696,Slc25a28
80904,Dtx3
381305,Rc3h1
233020,Hipk4
69217,Plekha4
545725,Mterf1a
71795,Pitpnc1
57260,Ltb4r2
245007,Zbtb38
228366,Large2
17872,Ppp1r15a
216441,Slc26a10
225283,Rprd1a
216892,Spns2
208449,Sgms1
77593,Usp45
234023,Arglu1
216440,Os9
18432,Mybbp1a
207704,Gtpbp10
233016,Blvrb
71522,Ggt6
56187,Rabggta
207686,Cfap69
104418,Dgkz
207165,Bptf
112403,Dxo
327959,Xaf1
240899,Lrrc52
108075,Ltbp4
70530,Lrfn2
216438,Marchf9
228361,Ambra1
52118,Pvr
242362,Manea
66399,Tsfm
170744,Tlr8
214812,Zfp609
380732,Milr1
68758,Abhd11
69352,Necab1
11496,Adam22
327958,Pitpnm3
21763,Tex2
75786,Ckap5
72201,Otud6b
12267,C3ar1
114230,Aipl1
79565,Mettl27
104082,Wdr7
14863,Gstm2
235044,Plppr2
11812,Apoc1
107182,Btaf1
208890,Slc26a7
242819,Rundc3b
18671,Abcb1a
237222,Ofd1
228356,Cstpp1
15985,Cd79b
66011,Ranbp17
71592,Pogk
67139,Mis12
99662,Eps8l3
56175,Bace2
71529,Kazn
100039795,Ildr2
11810,Apobec1
214359,Tmem51
74551,Pck2
216877,Dhx33
237221,Gemin8
213783,Plekhg1
114255,Dok4
238988,Erc2
227399,Ppip5k2
108653,Rimklb
218850,Tasor
18247,Oaz2
76142,Ppp1r14c
381101,Dnph1
27984,Efhd2
81000,Rad54l2
56708,Clcf1
50795,Sh3bgr
19069,Nup88
13619,Phc1
270685,Mthfd1l
73016,Kremen2
15312,Hmgn1
228355,Madd
213773,Tbl3
107581,Col16a1
11811,Apobec2
214063,Dnajc16
67803,Limd2
11766,Ap1g2
74134,Cyp2s1
100503495,A930016O22Rik
75986,Agmat
20452,St8sia4
268396,Sh3pxd2b
216874,Camta2
433375,Creg1
232943,Klc3
69994,Rsc1a1
171463,Il17rd
66185,Virma
239102,Zfhx2
56807,Scamp5
226594,Rcsd1
16490,Kcna2
232989,Hnrnpul1
207920,Esrp1
234915,Cep126
22384,Eif4h
13876,Erg
333654,Ppp1r13l
72656,Ints8
384071,Slc25a34
70510,Rnf167
12508,Cd53
20438,Siah1b
56743,Lat2
17888,Myh6
67272,Cmtm5
72993,Appl1
56381,Spen
78372,Snrnp25
106821,Oard1
99712,Cept1
26374,Cop1
22129,Ttc3
67445,C1qtnf4
230767,Iqcc
243621,Iqsec3
12655,Chil3
72205,Eml2
271813,Agbl2
21767,Tex264
211922,Dennd6a
110948,Hlcs
58248,1700123O20Rik
107686,Snrpd2
574428,Zmynd15
240888,Gpr161
20475,Six5
213491,Szrd1
226591,Tiprl
108735,Sft2d2
103554,Psme4
213556,Plekhh2
194590,Reps2
13386,Dlk1
13875,Erf
100383,Bsdc1
230872,Crocc
227195,Ino80d
380785,Begain
74486,Osbpl10
212198,Wdr25
235043,Tmem205
11692,Gfer
56543,Kcnd3
232975,Atp1a3
30838,Fbxw4
116914,Slc19a2
75087,4930505A04Rik
74648,S100pbp
19726,Rfx3
242726,Padi6
209012,Ulk4
216867,Slc16a11
16801,Arhgef1
214133,Tet2
108911,Rcc2
216864,Mgl2
20085,Rps19
63955,Cables1
11890,Asgr2
72754,Arhgef10l
20518,Slc22a2
230868,Igsf21
626870,Gm11992
243864,Mill2
58194,Sh3kbp1
105501,Abhd4
114249,Npnt
67525,Trim62
70031,Cmtm8
18183,Nrg3
78283,Map7d2
212632,Iffo2
66092,Ghitm
226162,Dpcd
210146,Irgq
72750,Fam117b
56089,Ramp3
74087,Slc7a13
72515,Wdr43
107568,Wwp1
328783,Mslnl
208084,Pif1
192950,Nacad
14369,Fzd7
14803,Grid1
53858,Rwdd2b
66357,Ostc
52808,Tspyl2
140580,Elmo1
245666,Iqsec2
434130,Ccdc8
18585,Pde9a
17965,Nbl1
78100,Msantd4
77605,H2az2
213753,Zfp598
100637,N4bp2l1
24061,Smc1a
224405,Cyyr1
192656,Ripk2
77056,Tmco4
227058,Dnah7b
12190,Brca2
209212,Osgin2
73162,Otud3
52915,Zmiz2
74142,Lonp1
226098,Hectd2
101540,Prkd2
11443,Chrnb1
18784,Pla2g5
106707,Rpusd1
18782,Pla2g2d
68544,Trir
208158,Map6d1
208146,Yeats2
74438,Clvs1
228482,Arhgap11a
170439,Elovl6
75415,Arhgap12
320595,Phf8
79560,Ublcp1
320790,Chd7
218035,Vps41
18770,Pklr
225182,Rbbp8
68350,Mul1
279561,Wnk3
329002,Zfp236
12319,Car8
72296,Rusc1
231915,Uspl1
235380,Dmxl2
252838,Tox
66827,Ttc1
69562,Cdk13
231912,Katnal1
98488,Gtf3c3
20650,Sntb2
11987,Slc7a1
386612,Thoc6
78801,Ak7
16323,Inhba
74737,Pcf11
11932,Atp1b2
76559,Atg2b
73845,Ankrd42
216853,Wrap53
12061,Bdkrb1
110351,Rap1gap
382245,Tmem29
19732,Rgl2
66256,Ssr2
52874,Pum3
102371,Myzap
71653,Shtn1
330406,B4galnt3
243846,Ccdc9
12741,Cldn5
16543,Mdfic
69962,Mettl18
381306,BC055324
218914,Wapl
192119,Dicer1
18708,Pik3r1
17537,Meis3
68957,Paqr6
227095,Hibch
18207,Nthl1
268697,Ccnb1
21771,Utp4
98682,Mfsd6
235533,Gk5
330914,Arhgap32
105450,Mmrn2
19933,Rpl21
230908,Tardbp
319734,Cacna2d4
14738,Gpr12
75698,Shld2
66106,Smpx
319618,Dcp1b
319508,Syt15
20715,Serpina3g
667742,Piezo2
226442,Zfp281
20908,Stx3
208518,Cep78
381293,Kif14
27966,Rrp9
15900,Irf8
22269,Upk2
84585,Rnf123
236511,Ago1
15002,H2-Ob
20678,Sox5
242748,Disp3
80888,Hspb8
211612,Ptchd1
230904,Fbxo2
14264,Fmod
68077,Nop53
22114,Tssk1
67886,Camsap2
20364,Selenow
116847,Prelp
237979,Sdk2
70551,Tmtc4
100417675,Nlrp5-ps
56699,Cdc42ep4
17196,Mbp
215446,Entpd3
75665,Bicdl1
72315,Ccdc74a
276852,D11Wsu47e
234889,Gucy1a2
223267,Ggact
28081,Fam104a
218506,Mrps27
207474,Kctd12b
231659,Gcn1
16565,Kif21b
27225,Ddx24
245671,Klf8
110821,Pcca
116939,Pnpla3
69806,Slc39a11
245670,Rragb
170442,Bbox1
170952,Prima1
116837,Rims1
232491,Pyroxd1
67580,Lrrc18
217294,BC006965
234684,Lrrc29
246229,Bivm
218503,Fcho2
27494,Amot
16518,Kcnj2
70784,Rasl12
12861,Cox6a1
237091,Lhfpl1
238386,Btbd7
69069,Tmem273
22067,Trpc5
66622,Ubr7
100859931,Gm20604
67574,Alg13
224020,Pi4ka
235431,Coro2b
226041,Pgm5
52064,Coq5
170643,Kirrel
12257,Tspo
235135,Tmem45b
50849,Rnf10
54611,Pde3a
105372,Utp15
240753,Plekha6
68526,Gpr155
22019,Tpp2
68889,Ubac2
52432,Ppp2r2d
13803,Enc1
69101,Ydjc
69546,Mapk1ip1
66935,Cir1
170829,Tram2
51786,Cpsf2
16763,Lad1
78449,2700046A07Rik
245049,Myrip
217262,Abca9
103988,Gck
27280,Phlda3
71877,Efhc1
73826,Poldip3
320557,Fam169a
231655,Oasl1
217258,Abca8a
83672,Sytl3
19267,Ptpre
50996,Pdcd7
225745,Haus1
67281|100502825,Rpl37|Rpl37rt
229474,Fhdc1
11854,Rhod
68734,Ppp4r3a
239319,Card6
21411,Tcf20
17215,Mcm3
68420,Ankrd13a
226432,Ipo9
66416,Ndufa7
77552,Shisa4
26431,Git2
70361,Lman1
52639,Wipi1
93690,Gpr45
72634,Tdrkh
225339,Ammecr1l
104681,Slc16a6
66559,Metap1d
319211,Nol4
215615,Rnpep
433940,Fam222a
106064,Rimoc1
11603,Agrn
17855,Mvk
211798,Mfsd9
272538,Tango6
21936,Tnfrsf18
67451,Pkp2
276846,Pigs
20194,S100a10
407821,Znrf3
75763,Dcaf17
224008,Spidr
228019,Mettl8
213498,Arhgef11
270162,Elmod1
68723,Hrnr
217944,Rapgef5
72114,Zbed3
228012,Tlk1
100705,Acacb
218460,Wdr41
76044,Ncapg2
108645,Mat2b
78908,Igsf3
78752,Csgalnact2
21371,Tbca
66402,Sln
213452,Dstyk
217935,Dync2i1
207425,Wdr11
56220,Zfp386
68875,Tmcc2
76491,Abhd14b
98758,Hnrnpf
11881,Arsb
22685,Zfp239
80880,Kank3
74129,Dmgdh
66435,Uggt2
101490,Inpp5f
68176,Inka1
105859,Csdc2
69668,Ccdc115
213417,Klhdc8a
246228,Vwa1
64918,Bhmt2
231637,Ssh1
213391,Rassf4
228005,Ppig
235184,Msantd2
70383,Cox10
277396,Klhl23
66573,Dzip1
100043022,Gm9774
100715,Tent2
233912,Armc5
320705,Bend6
235134,Nfrkb
14747,Cmklr1
72022,Slc35f2
98403,Zfp451
66433,Chchd7
66338,Cdrt4
320541,Slc35e2
381085,Tbc1d22b
75605,Kdm5b
71675,Sanbr
68644,Abhd14a
107035,Fbxo38
67492,Zfand4
213539,Bag2
52850,Sgsm1
56068,Ammecr1
17096,Lyn
98710,Rabif
12961,Crybb2
209760,Tmc7
320129,Grk3
212933,Pm20d1
214425,Cilp
627626,Ptchd4
237082,Nxt2
228071,Sestd1
105083,Pelo
109700,Itga1
192187,Stab1
101502,Hsd3b7
223701,Mrtfa
434402,Gm5617
72795,Ttc19
216565,Ehbp1
105835,Sgsm3
57439,Tmem183a
66166,S100a14
233904,Setd1a
20196,S100a13
73422,Prox2
66923,Pbrm1
192232,Hps4
432572,Specc1
230979,Tnfrsf14
13019,Ctf1
218639,Arl15
56489,Ikbke
68497,Arel1
17444,Grap2
30877,Gnl3
14622,Gjb5
99031,Osbpl6
216551,Lgalsl
170625,Snx18
241490,Rbm45
69640,Fam83g
71690,Esm1
80284,Smim12
242667,Dlgap3
381802,Tsen2
229542,Gatad2b
67010,Rbm7
72832,Crtac1
229541,Dennd4b
11911,Atf4
100177,Zmym6
228061,Agps
218630,Ccno
18038,Nfkbil1
14123,Fbrs
218629,Dhx29
17309,Mgat3
11539,Adora1
76293,Mfap4
328977,Zfp532
235461,Mindy2
67785,Zmym4
252875,Mios
53311,Mybph
19699,Reln
19194,Bpifa2
94192,C1galt1
66422,Dctpp1
52708,Zfp410
245638,Tbc1d8b
69169,Fcmr
18670,Abcb4
66175,Mustn1
235497,Leo1
269582,Clspn
68449,Tbc1d10b
382066,Prdm10
102871,Radx
15431,Hoxd11
76850,Ago4
70233,Cd2bp2
71238,Sdhaf3
216825,Usp22
238317,Mideas
23857,Dmtf1
212439,AA986860
225266,Klhl14
245631,Pwwp3b
74383,Ubap2l
105000,Dnal1
223697,Sun2
16515,Kcnj12
71146,Golga7b
14904,Gtpbp1
20422,Sem1
228790,Asxl1
24082,Map2k3os
20466,Sin3a
100206,Adprs
75729,Fam227a
674895,Nek10
216820,Dhrs7b
70427,Mier2
70093,Ube2q1
74034,4632404H12Rik
210417,Thsd7b
13048,Cux2
76582|116707477,Ipo11|Ipo11-lrrc70
16923,Sh2b3
245622,Fam199x
338523,Kdm7a
20239,Atxn2
233876,Hirip3
65255,Asb4
74178,Stk40
229534,Pbxip1
230751,Oscp1
17133,Maff
224902,Safb2
20416,Shc1
217695,Zfyve1
228787,Xkr7
53357,Pla2g6
240816,Rgsl1
319945,Flad1
16440,Itpr3
338350,Acad12
268420,Alkbh5
77803,Shisal2b
66412,Arrdc4
67936,Wdr55
252864,Dusp15
66541,Immp1l
66090,Ypel3
230738,Zc3h12a
17910,Myo15
381126,Garem1
80795,Selenok
74091,Npl
57339,Jph1
50772,Mapk6
108689,Stn1
13211,Dhx9
217692,Sipa1l1
69456,Commd10
246782,Atpaf2
22381,Tceal9
140491,Ppp1r3a
231713,Naa25
338372,Map3k9
231712,Trafd1
107071,Wdr74
69480,Ttc9
68563,Dpm3
101148,Bmt2
218544,Sgtb
269700,Hectd4
15901,Id1
66059,Krtcap2
226518,Nmnat2
81907,Tmem108
171504,Apobr
215090,Maneal
360213,Trim46
15199,Hebp1
226517,Smg7
17829,Muc1
208194,Exog
235315,Rnf214
329252,Lgr6
66333,Aqp11
100129,Gpr153
329152,Hecw2
77827,Krba1
15227,Foxf1
66405,Mcts2
240239,Gpr151
14255,Flt3
20613,Snai1
14166,Fgf11
434246,Trim72
233065,Alkbh6
27528,Nrep
20708,Serpinb6b
216028,Lrrtm3
78751,Zc3h6
76367,Trp53rkb
328309,Gm9776
242151,Kcna10
21968,Tom1
269788,Lhfpl4
223513,Abra
108909,Aida
54601,Foxo4
74490,Mamstr
100418259,Gm14117
381157,Greb1l
268780,Egflam
432676,Gm5436
104175,Sbk1
77583,Notum
67774,Borcs5
212114,Nhlrc3
242505,Rasef
14702,Gng2
239743,Klhl6
227094,Nemp2
19222,Ptgir
66967,Edem3
677205,Gm16433
246788,Trpv3
330188,Ccdc63
244667,Disc1
101023,Zfp513
211986,Tmem18
212514,Spice1
244745,Dpy19l1
69627,Fam89a
104027,Synpo
213989,Tmem82
57890,Il17re
330788,Zfp866
22146,Tuba1c
15248,Hic1
319942,A530016L24Rik
320949,D830039M14Rik
232157,Mob1a
66690,Tmem186
75847,Crppa
235542,Ppp2r3a
242642,Hpdl
219144,Arl11
66459,Pyurf
16939,Lor
319719,Simc1
218341,Rfesd
669429,Gpi-ps
230709,Zmpste24
15403,Hoxa6
241128,Fam124b
326622,Upf2
100037278,Niban3
277978,Exoc3l
